Sim Number,Strategy,End Bankroll,Start Bankroll,Dice Rolls
188,coreynofield,105.0,200,59
188,hammerlock,306.0,200,59
188,knockout,45.0,200,59
188,pass2come,145.0,200,59
189,corey,273.0,200,171
189,coreynofield,308.0,200,171
189,hammerlock,135.0,200,171
189,knockout,480.0,200,171
189,pass2come,290.0,200,171
190,corey,117.0,200,67
190,coreynofield,172.0,200,67
190,hammerlock,305.0,200,67
190,knockout,110.0,200,67
190,pass2come,170.0,200,67
191,corey,114.0,200,71
191,coreynofield,124.0,200,71
191,hammerlock,220.0,200,71
191,knockout,170.0,200,71
191,pass2come,140.0,200,71
192,corey,254.0,200,109
192,coreynofield,309.0,200,109
192,hammerlock,186.0,200,109
192,knockout,340.0,200,109
192,pass2come,245.0,200,109
193,corey,169.0,200,67
193,coreynofield,154.0,200,67
193,hammerlock,151.0,200,67
193,knockout,170.0,200,67
193,pass2come,160.0,200,67
194,corey,186.0,200,78
194,coreynofield,186.0,200,78
194,hammerlock,208.0,200,78
194,knockout,220.0,200,78
194,pass2come,170.0,200,78
195,corey,240.0,200,120
195,coreynofield,260.0,200,120
195,hammerlock,237.0,200,120
195,knockout,240.0,200,120
195,pass2come,270.0,200,120
196,corey,201.0,200,93
196,coreynofield,171.0,200,93
196,hammerlock,112.0,200,93
196,knockout,225.0,200,93
196,pass2come,175.0,200,93
197,corey,188.0,200,118
197,coreynofield,153.0,200,118
197,hammerlock,81.0,200,118
197,knockout,270.0,200,118
197,pass2come,165.0,200,118
198,corey,210.0,200,85
198,coreynofield,160.0,200,85
198,hammerlock,238.0,200,85
198,knockout,100.0,200,85
198,pass2come,210.0,200,85
199,corey,113.0,200,87
199,coreynofield,158.0,200,87
199,hammerlock,134.0,200,87
199,knockout,235.0,200,87
199,pass2come,130.0,200,87
200,corey,137.0,200,89
200,coreynofield,142.0,200,89
200,hammerlock,223.0,200,89
200,knockout,180.0,200,89
200,pass2come,160.0,200,89
201,corey,149.0,200,60
201,coreynofield,119.0,200,60
201,hammerlock,208.0,200,60
201,knockout,120.0,200,60
201,pass2come,155.0,200,60
202,corey,138.0,200,69
202,coreynofield,178.0,200,69
202,hammerlock,120.0,200,69
202,knockout,165.0,200,69
202,pass2come,180.0,200,69
203,corey,102.0,200,57
203,coreynofield,122.0,200,57
203,hammerlock,249.0,200,57
203,knockout,55.0,200,57
203,pass2come,150.0,200,57
204,corey,313.0,200,115
204,coreynofield,283.0,200,115
204,hammerlock,323.0,200,115
204,knockout,210.0,200,115
204,pass2come,265.0,200,115
205,corey,160.0,200,79
205,coreynofield,205.0,200,79
205,hammerlock,229.0,200,79
205,knockout,180.0,200,79
205,pass2come,175.0,200,79
206,corey,307.0,200,103
206,coreynofield,312.0,200,103
206,hammerlock,169.0,200,103
206,knockout,345.0,200,103
206,pass2come,250.0,200,103
207,corey,164.0,200,45
207,coreynofield,189.0,200,45
207,hammerlock,150.0,200,45
207,knockout,90.0,200,45
207,pass2come,225.0,200,45
208,corey,241.0,200,103
208,coreynofield,276.0,200,103
208,hammerlock,113.0,200,103
208,knockout,310.0,200,103
208,pass2come,280.0,200,103
209,corey,150.0,200,67
209,coreynofield,210.0,200,67
209,hammerlock,164.0,200,67
209,knockout,175.0,200,67
209,pass2come,220.0,200,67
210,corey,122.0,200,75
210,coreynofield,162.0,200,75
210,hammerlock,223.0,200,75
210,knockout,120.0,200,75
210,pass2come,190.0,200,75
211,corey,146.0,200,67
211,coreynofield,156.0,200,67
211,hammerlock,190.0,200,67
211,knockout,160.0,200,67
211,pass2come,160.0,200,67
212,corey,281.0,200,121
212,coreynofield,236.0,200,121
212,hammerlock,65.0,200,121
212,knockout,310.0,200,121
212,pass2come,220.0,200,121
213,corey,104.0,200,68
213,coreynofield,154.0,200,68
213,hammerlock,198.0,200,68
213,knockout,155.0,200,68
213,pass2come,160.0,200,68
214,corey,223.0,200,97
214,coreynofield,248.0,200,97
214,hammerlock,14.0,200,97
214,knockout,330.0,200,97
214,pass2come,260.0,200,97
215,corey,108.0,200,81
215,coreynofield,148.0,200,81
215,hammerlock,380.0,200,81
215,knockout,120.0,200,81
215,pass2come,130.0,200,81
216,corey,221.0,200,100
216,coreynofield,216.0,200,100
216,hammerlock,16.0,200,100
216,knockout,285.0,200,100
216,pass2come,220.0,200,100
217,corey,227.0,200,83
217,coreynofield,187.0,200,83
217,hammerlock,267.0,200,83
217,knockout,130.0,200,83
217,pass2come,195.0,200,83
218,corey,245.0,200,116
218,coreynofield,295.0,200,116
218,hammerlock,223.0,200,116
218,knockout,325.0,200,116
218,pass2come,285.0,200,116
219,corey,204.0,200,64
219,coreynofield,164.0,200,64
219,hammerlock,180.0,200,64
219,knockout,120.0,200,64
219,pass2come,170.0,200,64
220,corey,127.0,200,87
220,coreynofield,187.0,200,87
220,hammerlock,484.0,200,87
220,knockout,80.0,200,87
220,pass2come,185.0,200,87
221,corey,196.0,200,148
221,coreynofield,211.0,200,148
221,hammerlock,174.0,200,148
221,knockout,430.0,200,148
221,pass2come,155.0,200,148
222,corey,87.0,200,73
222,coreynofield,127.0,200,73
222,hammerlock,289.0,200,73
222,knockout,165.0,200,73
222,pass2come,165.0,200,73
223,corey,220.0,200,100
223,coreynofield,250.0,200,100
223,hammerlock,166.0,200,100
223,knockout,295.0,200,100
223,pass2come,220.0,200,100
224,corey,186.0,200,84
224,coreynofield,261.0,200,84
224,hammerlock,263.0,200,84
224,knockout,140.0,200,84
224,pass2come,265.0,200,84
225,corey,291.0,200,90
225,coreynofield,236.0,200,90
225,hammerlock,89.0,200,90
225,knockout,200.0,200,90
225,pass2come,220.0,200,90
226,corey,465.0,200,178
226,coreynofield,375.0,200,178
226,hammerlock,102.0,200,178
226,knockout,560.0,200,178
226,pass2come,285.0,200,178
227,corey,324.0,200,116
227,coreynofield,259.0,200,116
227,hammerlock,168.0,200,116
227,knockout,285.0,200,116
227,pass2come,205.0,200,116
228,corey,199.0,200,76
228,coreynofield,199.0,200,76
228,hammerlock,212.0,200,76
228,knockout,150.0,200,76
228,pass2come,185.0,200,76
229,corey,213.0,200,93
229,coreynofield,208.0,200,93
229,hammerlock,199.0,200,93
229,knockout,195.0,200,93
229,pass2come,220.0,200,93
230,corey,237.0,200,104
230,coreynofield,247.0,200,104
230,hammerlock,117.0,200,104
230,knockout,320.0,200,104
230,pass2come,215.0,200,104
231,corey,144.0,200,48
231,coreynofield,169.0,200,48
231,hammerlock,226.0,200,48
231,knockout,75.0,200,48
231,pass2come,165.0,200,48
232,corey,104.0,200,73
232,coreynofield,154.0,200,73
232,hammerlock,274.0,200,73
232,knockout,110.0,200,73
232,pass2come,180.0,200,73
233,corey,149.0,200,68
233,coreynofield,144.0,200,68
233,hammerlock,205.0,200,68
233,knockout,115.0,200,68
233,pass2come,150.0,200,68
234,corey,177.0,200,90
234,coreynofield,152.0,200,90
234,hammerlock,321.0,200,90
234,knockout,130.0,200,90
234,pass2come,180.0,200,90
235,corey,104.0,200,92
235,coreynofield,169.0,200,92
235,hammerlock,306.0,200,92
235,knockout,165.0,200,92
235,pass2come,195.0,200,92
236,corey,115.0,200,56
236,coreynofield,135.0,200,56
236,hammerlock,276.0,200,56
236,knockout,40.0,200,56
236,pass2come,185.0,200,56
237,corey,232.0,200,93
237,coreynofield,162.0,200,93
237,hammerlock,311.0,200,93
237,knockout,115.0,200,93
237,pass2come,180.0,200,93
238,corey,104.0,200,56
238,coreynofield,149.0,200,56
238,hammerlock,228.0,200,56
238,knockout,95.0,200,56
238,pass2come,145.0,200,56
239,corey,147.0,200,71
239,coreynofield,137.0,200,71
239,hammerlock,126.0,200,71
239,knockout,155.0,200,71
239,pass2come,175.0,200,71
240,corey,244.0,200,101
240,coreynofield,224.0,200,101
240,hammerlock,224.0,200,101
240,knockout,160.0,200,101
240,pass2come,240.0,200,101
241,corey,40.0,200,46
241,coreynofield,90.0,200,46
241,hammerlock,168.0,200,46
241,knockout,40.0,200,46
241,pass2come,110.0,200,46
242,corey,282.0,200,113
242,coreynofield,232.0,200,113
242,hammerlock,81.0,200,113
242,knockout,255.0,200,113
242,pass2come,200.0,200,113
243,corey,131.0,200,57
243,coreynofield,151.0,200,57
243,hammerlock,304.0,200,57
243,knockout,110.0,200,57
243,pass2come,165.0,200,57
244,corey,132.0,200,63
244,coreynofield,142.0,200,63
244,hammerlock,266.0,200,63
244,knockout,65.0,200,63
244,pass2come,160.0,200,63
245,corey,148.0,200,87
245,coreynofield,178.0,200,87
245,hammerlock,208.0,200,87
245,knockout,185.0,200,87
245,pass2come,180.0,200,87
246,corey,173.0,200,113
246,coreynofield,233.0,200,113
246,hammerlock,288.0,200,113
246,knockout,270.0,200,113
246,pass2come,205.0,200,113
247,corey,246.0,200,83
247,coreynofield,246.0,200,83
247,hammerlock,168.0,200,83
247,knockout,205.0,200,83
247,pass2come,250.0,200,83
248,corey,181.0,200,82
248,coreynofield,196.0,200,82
248,hammerlock,164.0,200,82
248,knockout,255.0,200,82
248,pass2come,190.0,200,82
249,corey,297.0,200,120
249,coreynofield,257.0,200,120
249,hammerlock,284.0,200,120
249,knockout,255.0,200,120
249,pass2come,235.0,200,120
250,corey,141.0,200,50
250,coreynofield,161.0,200,50
250,hammerlock,194.0,200,50
250,knockout,95.0,200,50
250,pass2come,175.0,200,50
251,corey,185.0,200,91
251,coreynofield,205.0,200,91
251,hammerlock,161.0,200,91
251,knockout,260.0,200,91
251,pass2come,185.0,200,91
252,corey,191.0,200,70
252,coreynofield,181.0,200,70
252,hammerlock,186.0,200,70
252,knockout,100.0,200,70
252,pass2come,195.0,200,70
253,corey,204.0,200,81
253,coreynofield,184.0,200,81
253,hammerlock,191.0,200,81
253,knockout,135.0,200,81
253,pass2come,210.0,200,81
254,corey,132.0,200,70
254,coreynofield,167.0,200,70
254,hammerlock,308.0,200,70
254,knockout,75.0,200,70
254,pass2come,205.0,200,70
255,corey,273.0,200,88
255,coreynofield,303.0,200,88
255,hammerlock,99.0,200,88
255,knockout,285.0,200,88
255,pass2come,245.0,200,88
256,corey,204.0,200,92
256,coreynofield,209.0,200,92
256,hammerlock,164.0,200,92
256,knockout,230.0,200,92
256,pass2come,225.0,200,92
257,corey,109.0,200,77
257,coreynofield,129.0,200,77
257,hammerlock,231.0,200,77
257,knockout,95.0,200,77
257,pass2come,135.0,200,77
258,corey,121.0,200,68
258,coreynofield,171.0,200,68
258,hammerlock,208.0,200,68
258,knockout,125.0,200,68
258,pass2come,195.0,200,68
259,corey,165.0,200,65
259,coreynofield,215.0,200,65
259,hammerlock,185.0,200,65
259,knockout,190.0,200,65
259,pass2come,185.0,200,65
260,corey,148.0,200,86
260,coreynofield,158.0,200,86
260,hammerlock,259.0,200,86
260,knockout,200.0,200,86
260,pass2come,150.0,200,86
261,corey,122.0,200,59
261,coreynofield,112.0,200,59
261,hammerlock,142.0,200,59
261,knockout,55.0,200,59
261,pass2come,160.0,200,59
262,corey,139.0,200,67
262,coreynofield,169.0,200,67
262,hammerlock,146.0,200,67
262,knockout,165.0,200,67
262,pass2come,195.0,200,67
263,corey,158.0,200,78
263,coreynofield,133.0,200,78
263,hammerlock,117.0,200,78
263,knockout,165.0,200,78
263,pass2come,135.0,200,78
264,corey,178.0,200,79
264,coreynofield,218.0,200,79
264,hammerlock,21.0,200,79
264,knockout,285.0,200,79
264,pass2come,220.0,200,79
265,corey,285.0,200,155
265,coreynofield,225.0,200,155
265,hammerlock,110.0,200,155
265,knockout,415.0,200,155
265,pass2come,205.0,200,155
266,corey,122.0,200,89
266,coreynofield,192.0,200,89
266,hammerlock,143.0,200,89
266,knockout,245.0,200,89
266,pass2come,190.0,200,89
267,corey,172.0,200,100
267,coreynofield,212.0,200,100
267,hammerlock,268.0,200,100
267,knockout,240.0,200,100
267,pass2come,160.0,200,100
268,corey,179.0,200,74
268,coreynofield,194.0,200,74
268,hammerlock,196.0,200,74
268,knockout,135.0,200,74
268,pass2come,190.0,200,74
269,corey,210.0,200,119
269,coreynofield,275.0,200,119
269,hammerlock,167.0,200,119
269,knockout,425.0,200,119
269,pass2come,195.0,200,119
270,corey,219.0,200,89
270,coreynofield,244.0,200,89
270,hammerlock,216.0,200,89
270,knockout,270.0,200,89
270,pass2come,170.0,200,89
271,corey,188.0,200,66
271,coreynofield,173.0,200,66
271,hammerlock,252.0,200,66
271,knockout,105.0,200,66
271,pass2come,165.0,200,66
272,corey,107.0,200,77
272,coreynofield,172.0,200,77
272,hammerlock,370.0,200,77
272,knockout,95.0,200,77
272,pass2come,180.0,200,77
273,corey,188.0,200,63
273,coreynofield,193.0,200,63
273,hammerlock,190.0,200,63
273,knockout,145.0,200,63
273,pass2come,185.0,200,63
274,corey,12.0,200,65
274,coreynofield,72.0,200,65
274,hammerlock,390.0,200,65
274,knockout,25.0,200,65
274,pass2come,100.0,200,65
275,corey,201.0,200,93
275,coreynofield,221.0,200,93
275,hammerlock,262.0,200,93
275,knockout,185.0,200,93
275,pass2come,215.0,200,93
276,corey,148.0,200,75
276,coreynofield,203.0,200,75
276,hammerlock,212.0,200,75
276,knockout,220.0,200,75
276,pass2come,175.0,200,75
277,corey,201.0,200,89
277,coreynofield,201.0,200,89
277,hammerlock,182.0,200,89
277,knockout,175.0,200,89
277,pass2come,195.0,200,89
278,corey,104.0,200,54
278,coreynofield,149.0,200,54
278,hammerlock,299.0,200,54
278,knockout,40.0,200,54
278,pass2come,195.0,200,54
279,corey,234.0,200,105
279,coreynofield,274.0,200,105
279,hammerlock,12.0,200,105
279,knockout,410.0,200,105
279,pass2come,230.0,200,105
280,corey,228.0,200,88
280,coreynofield,208.0,200,88
280,hammerlock,239.0,200,88
280,knockout,170.0,200,88
280,pass2come,210.0,200,88
281,corey,167.0,200,65
281,coreynofield,177.0,200,65
281,hammerlock,134.0,200,65
281,knockout,170.0,200,65
281,pass2come,185.0,200,65
282,corey,239.0,200,92
282,coreynofield,259.0,200,92
282,hammerlock,152.0,200,92
282,knockout,345.0,200,92
282,pass2come,205.0,200,92
283,corey,174.0,200,89
283,coreynofield,164.0,200,89
283,hammerlock,227.0,200,89
283,knockout,145.0,200,89
283,pass2come,170.0,200,89
284,corey,166.0,200,79
284,coreynofield,191.0,200,79
284,hammerlock,225.0,200,79
284,knockout,170.0,200,79
284,pass2come,185.0,200,79
285,corey,204.0,200,95
285,coreynofield,174.0,200,95
285,hammerlock,180.0,200,95
285,knockout,155.0,200,95
285,pass2come,200.0,200,95
286,corey,126.0,200,58
286,coreynofield,181.0,200,58
286,hammerlock,138.0,200,58
286,knockout,125.0,200,58
286,pass2come,165.0,200,58
287,corey,184.0,200,66
287,coreynofield,194.0,200,66
287,hammerlock,277.0,200,66
287,knockout,130.0,200,66
287,pass2come,190.0,200,66
288,corey,121.0,200,73
288,coreynofield,166.0,200,73
288,hammerlock,190.0,200,73
288,knockout,220.0,200,73
288,pass2come,170.0,200,73
289,corey,149.0,200,78
289,coreynofield,179.0,200,78
289,hammerlock,173.0,200,78
289,knockout,140.0,200,78
289,pass2come,185.0,200,78
290,corey,181.0,200,102
290,coreynofield,166.0,200,102
290,hammerlock,12.0,200,102
290,knockout,270.0,200,102
290,pass2come,200.0,200,102
291,corey,219.0,200,71
291,coreynofield,244.0,200,71
291,hammerlock,204.0,200,71
291,knockout,90.0,200,71
291,pass2come,250.0,200,71
292,corey,132.0,200,79
292,coreynofield,162.0,200,79
292,hammerlock,257.0,200,79
292,knockout,150.0,200,79
292,pass2come,170.0,200,79
293,corey,274.0,200,102
293,coreynofield,294.0,200,102
293,hammerlock,59.0,200,102
293,knockout,335.0,200,102
293,pass2come,240.0,200,102
294,corey,264.0,200,109
294,coreynofield,224.0,200,109
294,hammerlock,246.0,200,109
294,knockout,255.0,200,109
294,pass2come,210.0,200,109
295,corey,110.0,200,96
295,coreynofield,225.0,200,96
295,hammerlock,241.0,200,96
295,knockout,240.0,200,96
295,pass2come,195.0,200,96
296,corey,260.0,200,94
296,coreynofield,210.0,200,94
296,hammerlock,109.0,200,94
296,knockout,190.0,200,94
296,pass2come,190.0,200,94
297,corey,249.0,200,107
297,coreynofield,339.0,200,107
297,hammerlock,96.0,200,107
297,knockout,335.0,200,107
297,pass2come,275.0,200,107
298,corey,112.0,200,85
298,coreynofield,152.0,200,85
298,hammerlock,0.0,200,85
298,knockout,245.0,200,85
298,pass2come,190.0,200,85
299,corey,106.0,200,69
299,coreynofield,166.0,200,69
299,hammerlock,187.0,200,69
299,knockout,165.0,200,69
299,pass2come,150.0,200,69
300,corey,119.0,200,64
300,coreynofield,179.0,200,64
300,hammerlock,229.0,200,64
300,knockout,135.0,200,64
300,pass2come,195.0,200,64
301,corey,171.0,200,70
301,coreynofield,196.0,200,70
301,hammerlock,278.0,200,70
301,knockout,120.0,200,70
301,pass2come,200.0,200,70
302,corey,216.0,200,119
302,coreynofield,226.0,200,119
302,hammerlock,314.0,200,119
302,knockout,220.0,200,119
302,pass2come,240.0,200,119
303,corey,146.0,200,76
303,coreynofield,151.0,200,76
303,hammerlock,170.0,200,76
303,knockout,190.0,200,76
303,pass2come,155.0,200,76
304,corey,112.0,200,46
304,coreynofield,157.0,200,46
304,hammerlock,198.0,200,46
304,knockout,50.0,200,46
304,pass2come,175.0,200,46
305,corey,259.0,200,96
305,coreynofield,159.0,200,96
305,hammerlock,286.0,200,96
305,knockout,185.0,200,96
305,pass2come,155.0,200,96
306,corey,109.0,200,75
306,coreynofield,134.0,200,75
306,hammerlock,201.0,200,75
306,knockout,195.0,200,75
306,pass2come,130.0,200,75
307,corey,241.0,200,75
307,coreynofield,226.0,200,75
307,hammerlock,142.0,200,75
307,knockout,185.0,200,75
307,pass2come,230.0,200,75
308,corey,177.0,200,76
308,coreynofield,197.0,200,76
308,hammerlock,206.0,200,76
308,knockout,190.0,200,76
308,pass2come,165.0,200,76
309,corey,89.0,200,56
309,coreynofield,139.0,200,56
309,hammerlock,278.0,200,56
309,knockout,90.0,200,56
309,pass2come,155.0,200,56
310,corey,245.0,200,126
310,coreynofield,310.0,200,126
310,hammerlock,293.0,200,126
310,knockout,260.0,200,126
310,pass2come,290.0,200,126
311,corey,114.0,200,61
311,coreynofield,114.0,200,61
311,hammerlock,291.0,200,61
311,knockout,45.0,200,61
311,pass2come,120.0,200,61
312,corey,164.0,200,88
312,coreynofield,149.0,200,88
312,hammerlock,221.0,200,88
312,knockout,210.0,200,88
312,pass2come,155.0,200,88
313,corey,214.0,200,72
313,coreynofield,169.0,200,72
313,hammerlock,155.0,200,72
313,knockout,85.0,200,72
313,pass2come,205.0,200,72
314,corey,346.0,200,96
314,coreynofield,246.0,200,96
314,hammerlock,14.0,200,96
314,knockout,325.0,200,96
314,pass2come,250.0,200,96
315,corey,141.0,200,78
315,coreynofield,191.0,200,78
315,hammerlock,274.0,200,78
315,knockout,180.0,200,78
315,pass2come,185.0,200,78
316,corey,213.0,200,106
316,coreynofield,198.0,200,106
316,hammerlock,185.0,200,106
316,knockout,260.0,200,106
316,pass2come,180.0,200,106
317,corey,149.0,200,87
317,coreynofield,144.0,200,87
317,hammerlock,191.0,200,87
317,knockout,190.0,200,87
317,pass2come,140.0,200,87
318,corey,230.0,200,92
318,coreynofield,220.0,200,92
318,hammerlock,252.0,200,92
318,knockout,200.0,200,92
318,pass2come,210.0,200,92
319,corey,187.0,200,83
319,coreynofield,152.0,200,83
319,hammerlock,282.0,200,83
319,knockout,80.0,200,83
319,pass2come,190.0,200,83
320,corey,190.0,200,80
320,coreynofield,205.0,200,80
320,hammerlock,14.0,200,80
320,knockout,280.0,200,80
320,pass2come,175.0,200,80
321,corey,103.0,200,91
321,coreynofield,183.0,200,91
321,hammerlock,202.0,200,91
321,knockout,250.0,200,91
321,pass2come,185.0,200,91
322,corey,139.0,200,69
322,coreynofield,144.0,200,69
322,hammerlock,229.0,200,69
322,knockout,100.0,200,69
322,pass2come,180.0,200,69
323,corey,199.0,200,99
323,coreynofield,194.0,200,99
323,hammerlock,299.0,200,99
323,knockout,175.0,200,99
323,pass2come,200.0,200,99
324,corey,137.0,200,87
324,coreynofield,227.0,200,87
324,hammerlock,209.0,200,87
324,knockout,250.0,200,87
324,pass2come,205.0,200,87
325,corey,125.0,200,74
325,coreynofield,120.0,200,74
325,hammerlock,328.0,200,74
